Date,Transaction ID,Customer ID,Gender,Age,Category,Quantity,Price per Unit,Total Amount,Age Group
2023-01-02,421,CUST421,F,37,Clothing,3,500,1500,31-40
2023-06-20,422,CUST422,F,28,Clothing,3,30,90,21-30
2023-03-08,423,CUST423,F,27,Clothing,1,25,25,21-30
2023-11-23,424,CUST424,M,57,Beauty,4,300,1200,51-60
2023-05-15,425,CUST425,F,55,Electronics,4,30,120,51-60
2023-03-24,426,CUST426,M,23,Electronics,3,50,150,21-30
2023-08-15,427,CUST427,M,25,Electronics,1,25,25,21-30
2023-10-10,428,CUST428,F,40,Electronics,4,50,200,31-40
2023-12-28,429,CUST429,M,64,Electronics,2,25,50,60+
2023-08-07,430,CUST430,F,43,Electronics,3,300,900,41-50
2023-10-15,431,CUST431,M,63,Electronics,4,300,1200,60+
2023-01-05,432,CUST432,F,60,Electronics,2,500,1000,51-60
2023-02-27,433,CUST433,M,29,Beauty,4,50,200,21-30
2023-02-08,434,CUST434,F,43,Electronics,2,25,50,41-50
2023-12-20,435,CUST435,F,30,Beauty,3,300,900,21-30
2023-03-18,436,CUST436,F,57,Clothing,4,30,120,51-60
2023-10-07,437,CUST437,F,35,Electronics,4,300,1200,31-40
2023-01-19,438,CUST438,F,42,Clothing,1,30,30,41-50
2023-07-09,439,CUST439,M,50,Clothing,3,25,75,41-50
2023-10-26,440,CUST440,M,64,Clothing,2,300,600,60+
2023-10-10,441,CUST441,M,57,Beauty,4,300,1200,51-60
2023-03-17,442,CUST442,F,60,Clothing,4,25,100,51-60
2023-08-09,443,CUST443,M,29,Clothing,2,300,600,21-30
2023-03-07,444,CUST444,F,61,Clothing,3,30,90,60+
2023-01-22,445,CUST445,F,53,Electronics,1,300,300,51-60
2023-06-07,446,CUST446,M,21,Electronics,1,50,50,21-30
2023-07-06,447,CUST447,M,22,Beauty,4,500,2000,21-30
2023-01-21,448,CUST448,F,54,Beauty,2,30,60,51-60
2023-07-03,449,CUST449,M,25,Electronics,4,50,200,21-30
2023-04-18,450,CUST450,F,59,Beauty,2,25,50,51-60
2023-12-16,451,CUST451,F,45,Electronics,1,30,30,41-50
2023-05-08,452,CUST452,F,48,Clothing,3,500,1500,41-50
2023-12-08,453,CUST453,F,26,Clothing,2,500,1000,21-30
2023-02-22,454,CUST454,F,46,Beauty,1,25,25,41-50
2023-07-01,455,CUST455,M,31,Electronics,4,25,100,31-40
2023-10-14,456,CUST456,M,57,Electronics,2,30,60,51-60
2023-07-28,457,CUST457,F,58,Beauty,3,300,900,51-60
2023-11-14,458,CUST458,F,39,Electronics,4,25,100,31-40
2023-03-21,459,CUST459,M,28,Clothing,4,300,1200,21-30
2023-05-02,460,CUST460,M,40,Beauty,1,50,50,31-40
2023-03-25,461,CUST461,F,18,Beauty,2,500,1000,<20
2023-04-01,462,CUST462,M,63,Electronics,4,300,1200,60+
2023-07-31,463,CUST463,F,54,Beauty,3,500,1500,51-60
2023-01-13,464,CUST464,M,38,Electronics,2,300,600,31-40
2023-04-02,465,CUST465,F,43,Electronics,3,50,150,41-50
2023-06-20,466,CUST466,M,63,Electronics,4,25,100,60+
2023-07-30,467,CUST467,F,53,Electronics,3,50,150,51-60
2023-12-09,468,CUST468,M,40,Electronics,1,25,25,31-40
2023-05-08,469,CUST469,M,18,Beauty,3,25,75,<20
2023-05-17,470,CUST470,F,57,Clothing,2,500,1000,51-60
2023-03-23,471,CUST471,M,32,Clothing,3,50,150,31-40
2023-12-26,472,CUST472,F,38,Beauty,3,300,900,31-40
2023-02-25,473,CUST473,M,64,Beauty,1,50,50,60+
2023-07-15,474,CUST474,F,26,Clothing,3,500,1500,21-30
2023-01-20,475,CUST475,M,26,Clothing,3,25,75,21-30
2023-08-29,476,CUST476,F,27,Clothing,4,500,2000,21-30
2023-04-24,477,CUST477,M,43,Clothing,4,30,120,41-50
2023-04-13,478,CUST478,F,58,Clothing,2,30,60,51-60
2023-08-24,479,CUST479,M,52,Electronics,4,300,1200,51-60
2023-06-29,480,CUST480,F,42,Beauty,4,500,2000,41-50
2023-06-06,481,CUST481,F,43,Electronics,4,300,1200,41-50
2023-04-27,482,CUST482,F,28,Clothing,4,300,1200,21-30
2023-04-25,483,CUST483,M,55,Clothing,1,30,30,51-60
2023-01-13,484,CUST484,F,19,Clothing,4,300,1200,<20
2023-12-04,485,CUST485,M,24,Electronics,1,30,30,21-30
2023-04-09,486,CUST486,F,35,Electronics,1,25,25,31-40
2023-07-24,487,CUST487,M,44,Clothing,4,500,2000,41-50
2023-06-18,488,CUST488,F,51,Electronics,3,300,900,51-60
2023-05-23,489,CUST489,M,44,Electronics,1,30,30,41-50
2023-02-05,490,CUST490,M,34,Clothing,3,50,150,31-40
2023-05-23,491,CUST491,F,60,Electronics,3,300,900,51-60
2023-06-29,492,CUST492,M,61,Beauty,4,25,100,60+
2023-11-25,493,CUST493,M,41,Beauty,2,25,50,41-50
2023-09-18,494,CUST494,F,42,Beauty,4,50,200,41-50
2023-07-24,495,CUST495,M,24,Beauty,2,30,60,21-30
2023-12-14,496,CUST496,M,23,Clothing,2,300,600,21-30
2023-10-02,497,CUST497,M,41,Clothing,4,30,120,41-50
2023-06-19,498,CUST498,F,50,Clothing,4,25,100,41-50
2023-01-15,499,CUST499,M,46,Beauty,2,30,60,41-50
2023-03-01,500,CUST500,F,60,Beauty,4,25,100,51-60
2023-05-14,501,CUST501,M,39,Electronics,2,30,60,31-40
2023-04-02,502,CUST502,M,43,Electronics,3,50,150,41-50
2023-10-25,503,CUST503,M,45,Beauty,4,500,2000,41-50
2023-05-16,504,CUST504,F,38,Beauty,3,50,150,31-40
2023-01-20,505,CUST505,M,24,Beauty,1,50,50,21-30
2023-02-25,506,CUST506,M,34,Beauty,3,500,1500,31-40
2023-11-02,507,CUST507,F,37,Electronics,3,500,1500,31-40
2023-08-11,508,CUST508,M,58,Beauty,2,300,600,51-60
2023-06-26,509,CUST509,F,37,Electronics,3,300,900,31-40
2023-06-10,510,CUST510,F,39,Beauty,4,50,200,31-40
2023-08-12,511,CUST511,M,45,Beauty,2,50,100,41-50
2023-11-07,512,CUST512,F,57,Beauty,1,25,25,51-60
2023-09-19,513,CUST513,M,24,Electronics,4,25,100,21-30
2023-03-01,514,CUST514,F,18,Electronics,1,300,300,<20
2023-07-17,515,CUST515,F,49,Clothing,3,300,900,41-50
2023-10-23,516,CUST516,M,30,Beauty,4,25,100,21-30
2023-04-08,517,CUST517,F,47,Clothing,4,25,100,41-50
2023-05-11,518,CUST518,F,40,Clothing,1,30,30,31-40
2023-01-23,519,CUST519,F,36,Electronics,4,30,120,31-40
2023-12-29,520,CUST520,F,49,Electronics,4,25,100,41-50
2023-08-12,521,CUST521,F,47,Clothing,4,30,120,41-50
2023-01-01,522,CUST522,M,46,Beauty,3,500,1500,41-50
2023-09-24,523,CUST523,F,62,Electronics,1,300,300,60+
2023-10-03,524,CUST524,M,46,Beauty,4,300,1200,41-50
2023-12-18,525,CUST525,F,47,Beauty,2,25,50,41-50
2023-12-10,526,CUST526,M,33,Clothing,2,50,100,31-40
2023-04-11,527,CUST527,M,57,Clothing,2,25,50,51-60
2023-07-06,528,CUST528,F,36,Clothing,2,30,60,31-40
2023-08-09,529,CUST529,F,35,Clothing,3,50,150,31-40
2023-02-05,530,CUST530,F,18,Electronics,4,30,120,<20
2023-12-07,531,CUST531,M,31,Electronics,1,500,500,31-40
2023-06-19,532,CUST532,F,64,Clothing,4,30,120,60+
2023-11-16,533,CUST533,M,19,Electronics,3,500,1500,<20
2023-06-10,534,CUST534,M,45,Clothing,2,500,1000,41-50
2023-12-06,535,CUST535,M,47,Beauty,3,30,90,41-50
2023-03-05,536,CUST536,F,55,Beauty,4,30,120,51-60
2023-06-03,537,CUST537,F,21,Beauty,1,500,500,21-30
2023-09-17,538,CUST538,M,18,Clothing,3,50,150,<20
2023-06-08,539,CUST539,M,25,Beauty,1,500,500,21-30
2023-12-08,540,CUST540,F,46,Electronics,3,300,900,41-50
2023-07-29,541,CUST541,M,56,Beauty,1,500,500,51-60
2023-06-17,542,CUST542,F,20,Beauty,1,50,50,<20
2023-07-26,543,CUST543,M,49,Beauty,2,300,600,41-50
2023-12-23,544,CUST544,F,27,Electronics,1,25,25,21-30
2023-06-01,545,CUST545,M,27,Clothing,2,25,50,21-30
2023-10-11,546,CUST546,F,36,Electronics,4,50,200,31-40
2023-03-07,547,CUST547,M,63,Clothing,4,500,2000,60+
2023-04-09,548,CUST548,F,51,Clothing,2,30,60,51-60
2023-08-04,549,CUST549,F,50,Beauty,2,50,100,41-50
2023-12-07,550,CUST550,M,40,Clothing,3,300,900,31-40
2023-07-14,551,CUST551,M,45,Electronics,3,300,900,41-50
2023-12-13,552,CUST552,F,49,Electronics,3,25,75,41-50
2023-03-31,553,CUST553,M,24,Clothing,4,300,1200,21-30
2023-11-12,554,CUST554,F,46,Beauty,3,50,150,41-50
2023-10-19,555,CUST555,M,25,Beauty,1,300,300,21-30
2023-06-04,556,CUST556,F,18,Electronics,1,50,50,<20
2023-07-27,557,CUST557,F,20,Beauty,3,30,90,<20
2023-10-08,558,CUST558,F,41,Clothing,1,25,25,41-50
2023-01-01,559,CUST559,F,40,Clothing,4,300,1200,31-40
2023-06-05,560,CUST560,F,25,Electronics,1,50,50,21-30
2023-05-27,561,CUST561,F,64,Clothing,4,500,2000,60+
2023-04-18,562,CUST562,M,54,Electronics,2,25,50,51-60
2023-08-09,563,CUST563,M,20,Clothing,2,30,60,<20
2023-10-24,564,CUST564,M,50,Electronics,2,50,100,41-50
2023-11-07,565,CUST565,F,45,Beauty,2,30,60,41-50
2023-12-02,566,CUST566,F,64,Clothing,1,30,30,60+
2023-06-14,567,CUST567,F,25,Clothing,3,300,900,21-30
2023-08-27,568,CUST568,F,51,Electronics,1,300,300,51-60
2023-08-15,569,CUST569,M,52,Electronics,4,50,200,51-60
2023-08-15,570,CUST570,M,49,Clothing,1,500,500,41-50
2023-12-12,571,CUST571,F,41,Electronics,1,50,50,41-50
2023-04-20,572,CUST572,M,31,Clothing,4,500,2000,31-40
2023-09-19,573,CUST573,M,49,Beauty,2,30,60,41-50
2023-08-31,574,CUST574,F,63,Electronics,2,25,50,60+
2023-03-28,575,CUST575,M,60,Clothing,2,50,100,51-60
2023-12-04,576,CUST576,F,33,Beauty,3,50,150,31-40
2023-02-13,577,CUST577,M,21,Beauty,4,500,2000,21-30
2023-05-26,578,CUST578,F,54,Clothing,4,30,120,51-60
2023-09-21,579,CUST579,F,38,Electronics,1,30,30,31-40
2023-12-06,580,CUST580,F,31,Clothing,3,500,1500,31-40
2023-11-21,581,CUST581,F,48,Beauty,2,30,60,41-50
2023-11-14,582,CUST582,M,35,Clothing,3,300,900,31-40
2023-06-21,583,CUST583,F,24,Electronics,4,25,100,21-30
2023-02-17,584,CUST584,F,27,Beauty,4,50,200,21-30
2023-05-01,585,CUST585,F,24,Clothing,1,25,25,21-30
2023-12-11,586,CUST586,M,50,Electronics,1,50,50,41-50
2023-06-08,587,CUST587,F,40,Beauty,4,300,1200,31-40
2023-04-26,588,CUST588,M,38,Electronics,2,30,60,31-40
2023-04-12,589,CUST589,F,36,Beauty,2,500,1000,31-40
2023-03-17,590,CUST590,M,36,Clothing,3,300,900,31-40
2023-01-13,591,CUST591,M,53,Electronics,4,25,100,51-60
2023-01-24,592,CUST592,F,46,Beauty,4,500,2000,41-50
2023-05-06,593,CUST593,M,35,Electronics,2,30,60,31-40
2023-09-01,594,CUST594,F,19,Electronics,2,300,600,<20
2023-11-09,595,CUST595,F,18,Clothing,4,500,2000,<20
2023-02-07,596,CUST596,F,64,Electronics,1,300,300,60+
2023-08-22,597,CUST597,M,22,Beauty,4,300,1200,21-30
2023-08-01,598,CUST598,M,37,Beauty,4,30,120,31-40
2023-11-19,599,CUST599,F,28,Beauty,2,50,100,21-30
2023-10-22,600,CUST600,F,59,Beauty,2,500,1000,51-60
2023-04-10,601,CUST601,M,19,Clothing,1,30,30,<20
2023-12-23,602,CUST602,F,20,Electronics,1,300,300,<20
2023-07-16,603,CUST603,F,40,Clothing,3,30,90,31-40
2023-09-11,604,CUST604,F,29,Electronics,4,50,200,21-30
2023-07-24,605,CUST605,M,37,Electronics,2,500,1000,31-40
2023-05-05,606,CUST606,M,22,Electronics,1,50,50,21-30
2023-03-17,607,CUST607,M,54,Clothing,3,25,75,51-60
2023-12-02,608,CUST608,F,55,Electronics,3,500,1500,51-60
2023-12-19,609,CUST609,F,47,Clothing,2,50,100,41-50
2023-01-03,610,CUST610,F,26,Beauty,2,300,600,21-30
2023-02-24,611,CUST611,M,51,Beauty,3,500,1500,51-60
2023-08-06,612,CUST612,F,61,Electronics,1,500,500,60+
2023-04-23,613,CUST613,F,52,Clothing,3,30,90,51-60
2023-04-01,614,CUST614,F,39,Beauty,4,300,1200,31-40
2023-12-23,615,CUST615,F,61,Clothing,4,25,100,60+
2023-09-23,616,CUST616,M,41,Clothing,2,50,100,41-50
2023-08-26,617,CUST617,M,34,Electronics,1,30,30,31-40
2023-01-26,618,CUST618,F,27,Beauty,1,50,50,21-30
2023-10-13,619,CUST619,M,47,Electronics,4,25,100,41-50
2023-05-08,620,CUST620,M,63,Electronics,3,25,75,60+
2023-03-04,621,CUST621,F,40,Beauty,2,500,1000,31-40
2023-08-22,622,CUST622,F,49,Beauty,3,25,75,41-50
2023-03-10,623,CUST623,M,34,Clothing,3,50,150,31-40
2023-08-26,624,CUST624,F,34,Beauty,3,300,900,31-40
2023-12-08,625,CUST625,M,31,Clothing,1,300,300,31-40
2023-09-29,626,CUST626,F,26,Clothing,4,500,2000,21-30
2023-10-14,627,CUST627,M,57,Clothing,1,50,50,51-60
2023-11-01,628,CUST628,F,19,Beauty,4,50,200,<20
2023-06-12,629,CUST629,M,62,Electronics,2,25,50,60+
2023-08-15,630,CUST630,M,42,Clothing,2,50,100,41-50
2023-11-10,631,CUST631,M,56,Electronics,3,30,90,51-60
2023-09-16,632,CUST632,F,26,Electronics,4,25,100,21-30
2023-08-07,633,CUST633,M,39,Beauty,4,30,120,31-40
2023-10-08,634,CUST634,M,60,Electronics,4,500,2000,51-60
2023-08-17,635,CUST635,F,63,Electronics,3,300,900,60+
2023-03-23,636,CUST636,F,21,Beauty,3,500,1500,21-30
2023-09-01,637,CUST637,M,43,Clothing,2,300,600,41-50
2023-08-19,638,CUST638,M,46,Electronics,1,500,500,41-50
2023-05-13,639,CUST639,F,62,Beauty,4,50,200,60+
2023-05-07,640,CUST640,F,51,Electronics,4,30,120,51-60
2023-11-23,641,CUST641,F,40,Electronics,1,300,300,31-40
2023-05-22,642,CUST642,F,54,Clothing,4,25,100,51-60
2023-09-24,643,CUST643,F,28,Electronics,3,30,90,21-30
2023-09-06,644,CUST644,M,23,Beauty,3,25,75,21-30
2023-11-17,645,CUST645,F,35,Electronics,4,30,120,31-40
2023-05-03,646,CUST646,M,38,Clothing,3,30,90,31-40
2023-05-21,647,CUST647,M,59,Clothing,3,500,1500,51-60
2023-08-14,648,CUST648,M,53,Beauty,4,300,1200,51-60
2023-02-09,649,CUST649,F,58,Clothing,2,300,600,51-60
2024-01-01,650,CUST650,M,55,Electronics,1,30,30,51-60
2023-05-27,651,CUST651,M,51,Clothing,3,50,150,51-60
2023-05-01,652,CUST652,F,34,Beauty,2,50,100,31-40
2023-05-20,653,CUST653,M,54,Clothing,3,25,75,51-60
2023-06-21,654,CUST654,M,42,Clothing,3,25,75,41-50
2023-06-13,655,CUST655,F,55,Clothing,1,500,500,51-60
2023-10-04,656,CUST656,M,29,Beauty,3,30,90,21-30
2023-02-11,657,CUST657,M,40,Clothing,1,25,25,31-40
2023-03-12,658,CUST658,M,59,Clothing,1,25,25,51-60
2023-03-19,659,CUST659,F,39,Electronics,1,30,30,31-40
2023-04-29,660,CUST660,F,38,Beauty,2,500,1000,31-40
2023-07-16,661,CUST661,F,44,Clothing,4,25,100,41-50
2023-12-22,662,CUST662,M,48,Beauty,2,500,1000,41-50
2023-03-20,663,CUST663,M,23,Clothing,4,300,1200,21-30
2023-12-28,664,CUST664,F,44,Clothing,4,500,2000,41-50
2023-04-20,665,CUST665,M,57,Clothing,1,50,50,51-60
2023-02-02,666,CUST666,M,51,Electronics,3,50,150,51-60
2023-08-01,667,CUST667,F,29,Electronics,1,500,500,21-30
2023-07-28,668,CUST668,F,62,Electronics,3,50,150,60+
2023-06-19,669,CUST669,M,24,Beauty,4,300,1200,21-30
2023-10-05,670,CUST670,M,27,Beauty,1,30,30,21-30
2023-08-27,671,CUST671,M,62,Electronics,3,50,150,60+
2023-08-01,672,CUST672,F,34,Beauty,2,50,100,31-40
2023-02-01,673,CUST673,F,43,Clothing,3,500,1500,41-50
2023-04-16,674,CUST674,F,38,Clothing,1,300,300,31-40
2023-08-04,675,CUST675,F,45,Clothing,2,30,60,41-50
2023-07-19,676,CUST676,M,63,Electronics,3,500,1500,60+
2023-10-27,677,CUST677,F,19,Beauty,3,500,1500,<20
2023-12-23,678,CUST678,F,60,Electronics,3,300,900,51-60
2023-01-11,679,CUST679,F,18,Beauty,3,30,90,<20
2023-10-22,680,CUST680,F,53,Clothing,3,300,900,51-60
2023-07-14,681,CUST681,F,43,Electronics,2,30,60,41-50
2023-09-02,682,CUST682,M,46,Beauty,4,300,1200,41-50
2023-01-04,683,CUST683,M,38,Beauty,2,500,1000,31-40
2023-06-30,684,CUST684,F,28,Clothing,2,500,1000,21-30
2023-06-02,685,CUST685,M,57,Electronics,2,25,50,51-60
2023-07-19,686,CUST686,F,28,Electronics,4,50,200,21-30
2023-08-03,687,CUST687,F,53,Electronics,1,300,300,51-60
2023-10-03,688,CUST688,M,56,Clothing,4,25,100,51-60
2023-10-07,689,CUST689,M,57,Electronics,2,50,100,51-60
2023-11-05,690,CUST690,F,52,Clothing,3,300,900,51-60
2023-04-23,691,CUST691,F,51,Clothing,3,30,90,51-60
2023-09-07,692,CUST692,F,64,Clothing,2,50,100,60+
2023-04-23,693,CUST693,M,41,Beauty,3,500,1500,41-50
2023-05-20,694,CUST694,F,39,Electronics,2,25,50,31-40
2023-08-12,695,CUST695,F,22,Electronics,3,50,150,21-30
2023-09-06,696,CUST696,F,50,Clothing,4,50,200,41-50
2023-01-15,697,CUST697,M,53,Clothing,1,500,500,51-60
2023-07-19,698,CUST698,F,64,Electronics,1,300,300,60+
2023-06-22,699,CUST699,F,37,Clothing,4,30,120,31-40
2023-12-09,700,CUST700,M,36,Electronics,4,500,2000,31-40
2023-12-14,701,CUST701,F,52,Beauty,2,30,60,51-60
2023-07-27,702,CUST702,F,60,Clothing,2,300,600,51-60
2023-03-26,703,CUST703,M,34,Electronics,2,50,100,31-40
2023-08-28,704,CUST704,F,62,Clothing,3,30,90,60+
2023-03-07,705,CUST705,M,60,Electronics,2,25,50,51-60
2023-11-15,706,CUST706,M,51,Electronics,4,25,100,51-60
2023-10-01,707,CUST707,F,26,Clothing,1,500,500,21-30
2023-01-14,708,CUST708,F,43,Beauty,3,300,900,41-50
2023-07-21,709,CUST709,F,19,Electronics,2,500,1000,<20
2023-10-31,710,CUST710,F,26,Electronics,3,500,1500,21-30
2023-10-16,711,CUST711,M,26,Electronics,3,500,1500,21-30
2023-12-06,712,CUST712,F,57,Beauty,2,25,50,51-60
2023-01-14,713,CUST713,M,34,Beauty,3,25,75,31-40
2023-02-12,714,CUST714,F,18,Clothing,1,500,500,<20
2023-11-26,715,CUST715,F,42,Beauty,4,25,100,41-50
2023-08-08,716,CUST716,F,60,Clothing,4,300,1200,51-60
2023-03-11,717,CUST717,M,57,Clothing,1,500,500,51-60
2023-08-25,718,CUST718,F,59,Beauty,3,25,75,51-60
2023-04-04,719,CUST719,F,42,Clothing,2,30,60,41-50
2023-01-26,720,CUST720,F,56,Beauty,3,500,1500,51-60
2023-05-14,721,CUST721,F,52,Clothing,1,500,500,51-60
2023-07-14,722,CUST722,M,20,Beauty,3,300,900,<20
2023-06-17,723,CUST723,F,54,Beauty,4,50,200,51-60
2023-04-19,724,CUST724,M,61,Clothing,3,50,150,60+
2023-08-21,725,CUST725,M,61,Electronics,1,300,300,60+
2023-06-17,726,CUST726,M,47,Clothing,4,300,1200,41-50
2023-06-22,727,CUST727,M,55,Beauty,3,300,900,51-60
2023-07-14,728,CUST728,M,51,Electronics,3,50,150,51-60
2023-05-23,729,CUST729,M,29,Clothing,4,300,1200,21-30
2023-08-04,730,CUST730,F,36,Clothing,2,25,50,31-40
2023-05-10,731,CUST731,M,54,Clothing,4,500,2000,51-60
2023-02-11,732,CUST732,M,61,Electronics,2,500,1000,60+
2023-08-29,733,CUST733,M,34,Beauty,1,30,30,31-40
2023-01-10,734,CUST734,F,27,Clothing,1,30,30,21-30
2023-10-04,735,CUST735,F,64,Clothing,4,500,2000,60+
2023-01-27,736,CUST736,M,29,Clothing,4,25,100,21-30
2023-06-29,737,CUST737,F,33,Clothing,1,50,50,31-40
2023-04-25,738,CUST738,M,41,Clothing,2,50,100,41-50
2023-11-29,739,CUST739,M,36,Beauty,1,25,25,31-40
2023-02-05,740,CUST740,F,25,Beauty,4,50,200,21-30
2023-11-30,741,CUST741,M,48,Clothing,1,300,300,41-50
2023-01-21,742,CUST742,F,38,Electronics,4,500,2000,31-40
2023-01-16,743,CUST743,F,34,Beauty,4,500,2000,31-40
2023-05-07,744,CUST744,M,40,Electronics,1,25,25,31-40
2023-04-13,745,CUST745,M,54,Beauty,2,50,100,51-60
2023-01-11,746,CUST746,F,33,Clothing,3,30,90,31-40
2023-11-15,747,CUST747,M,23,Beauty,1,30,30,21-30
2023-03-20,748,CUST748,M,25,Clothing,3,50,150,21-30
2023-05-03,749,CUST749,M,42,Beauty,1,30,30,41-50
2023-03-06,750,CUST750,F,35,Clothing,3,25,75,31-40
2023-08-31,751,CUST751,F,42,Clothing,2,25,50,41-50
2023-12-09,752,CUST752,M,29,Clothing,2,50,100,21-30
2023-02-28,753,CUST753,F,32,Clothing,1,30,30,31-40
2023-10-16,754,CUST754,F,43,Electronics,4,25,100,41-50
2023-04-22,755,CUST755,F,58,Clothing,3,25,75,51-60
2023-08-27,756,CUST756,F,62,Electronics,4,300,1200,60+
2023-12-25,757,CUST757,F,43,Electronics,4,300,1200,41-50
2023-05-12,758,CUST758,M,64,Clothing,4,25,100,60+
2023-07-08,759,CUST759,M,49,Electronics,2,50,100,41-50
2023-03-27,760,CUST760,M,27,Beauty,1,500,500,21-30
2023-11-07,761,CUST761,F,33,Clothing,1,500,500,31-40
2023-11-07,762,CUST762,F,24,Electronics,2,25,50,21-30
2023-02-28,763,CUST763,M,34,Clothing,2,25,50,31-40
2023-03-25,764,CUST764,F,40,Clothing,1,25,25,31-40
2023-06-09,765,CUST765,M,43,Clothing,4,50,200,41-50
2023-02-25,766,CUST766,M,38,Electronics,3,300,900,31-40
2023-10-24,767,CUST767,M,39,Beauty,3,25,75,31-40
2023-01-14,768,CUST768,F,24,Beauty,3,25,75,21-30
2023-06-09,769,CUST769,F,31,Electronics,4,30,120,31-40
2023-10-22,770,CUST770,M,32,Clothing,1,50,50,31-40
2023-12-13,771,CUST771,M,24,Electronics,2,25,50,21-30
2023-07-12,772,CUST772,M,26,Electronics,1,30,30,21-30
2023-07-23,773,CUST773,M,25,Electronics,4,500,2000,21-30
2023-04-12,774,CUST774,F,40,Clothing,2,25,50,31-40
2023-02-08,775,CUST775,F,46,Electronics,4,25,100,41-50
2023-10-31,776,CUST776,M,35,Clothing,3,30,90,31-40
2023-12-20,777,CUST777,M,48,Electronics,3,50,150,41-50
2023-11-18,778,CUST778,F,47,Beauty,4,25,100,41-50
2023-05-05,779,CUST779,F,56,Electronics,2,500,1000,51-60
2023-02-22,780,CUST780,M,52,Electronics,2,25,50,51-60
2023-12-23,781,CUST781,M,35,Beauty,1,500,500,31-40
2023-06-04,782,CUST782,M,59,Clothing,3,300,900,51-60
2023-12-17,783,CUST783,F,56,Clothing,1,300,300,51-60
2023-11-04,784,CUST784,F,34,Electronics,1,500,500,31-40
2023-03-03,785,CUST785,F,31,Beauty,4,50,200,31-40
2023-10-17,786,CUST786,M,48,Clothing,4,25,100,41-50
2023-01-22,787,CUST787,M,41,Electronics,1,25,25,41-50
2023-06-27,788,CUST788,F,52,Beauty,3,300,900,51-60
2023-09-30,789,CUST789,F,61,Clothing,4,500,2000,60+
2023-08-08,790,CUST790,M,62,Clothing,1,25,25,60+
2023-12-05,791,CUST791,F,51,Beauty,1,25,25,51-60
2023-07-09,792,CUST792,F,20,Beauty,1,50,50,<20
2023-02-05,793,CUST793,M,54,Beauty,1,30,30,51-60
2023-09-17,794,CUST794,F,60,Beauty,1,300,300,51-60
2023-11-28,795,CUST795,M,57,Electronics,1,300,300,51-60
2023-06-24,796,CUST796,M,43,Beauty,4,30,120,41-50
2023-01-07,797,CUST797,M,40,Clothing,3,25,75,31-40
2023-08-04,798,CUST798,M,61,Clothing,1,50,50,60+
2023-09-08,799,CUST799,M,56,Electronics,2,50,100,51-60
2023-02-24,800,CUST800,M,32,Clothing,4,300,1200,31-40
2023-08-10,801,CUST801,M,21,Clothing,4,50,200,21-30
2023-07-05,802,CUST802,F,46,Beauty,1,30,30,41-50
2023-11-22,803,CUST803,M,39,Clothing,4,25,100,31-40
2023-08-24,804,CUST804,M,42,Electronics,1,30,30,41-50
2023-12-29,805,CUST805,F,30,Beauty,3,500,1500,21-30
2023-03-20,806,CUST806,F,35,Beauty,3,300,900,31-40
2023-08-11,807,CUST807,F,50,Electronics,4,50,200,41-50
2023-04-01,808,CUST808,M,33,Beauty,4,500,2000,31-40
2023-09-25,809,CUST809,F,62,Beauty,2,50,100,60+
2023-11-30,810,CUST810,M,59,Electronics,4,25,100,51-60
2023-05-19,811,CUST811,M,61,Beauty,2,25,50,60+
2023-11-12,812,CUST812,M,19,Electronics,3,25,75,<20
2023-10-03,813,CUST813,M,52,Electronics,3,50,150,51-60
2023-09-05,814,CUST814,F,59,Clothing,1,500,500,51-60
2023-08-27,815,CUST815,F,51,Clothing,3,25,75,51-60
2023-08-12,816,CUST816,M,47,Beauty,2,500,1000,41-50
2023-10-31,817,CUST817,M,30,Beauty,4,50,200,21-30
2023-05-18,818,CUST818,M,30,Electronics,1,500,500,21-30
2023-06-15,819,CUST819,F,35,Beauty,2,50,100,31-40
2023-05-06,820,CUST820,M,49,Electronics,4,50,200,41-50
2023-02-14,821,CUST821,M,49,Electronics,1,300,300,41-50
2023-05-23,822,CUST822,F,52,Beauty,3,50,150,51-60
2023-08-19,823,CUST823,F,56,Electronics,2,50,100,51-60
2023-05-05,824,CUST824,M,63,Clothing,4,30,120,60+
2023-08-26,825,CUST825,F,46,Beauty,1,25,25,41-50
2023-10-19,826,CUST826,F,46,Clothing,1,300,300,41-50
2023-11-09,827,CUST827,M,61,Beauty,3,300,900,60+
2023-12-09,828,CUST828,F,33,Electronics,4,300,1200,31-40
2023-07-14,829,CUST829,M,61,Beauty,3,30,90,60+
2023-06-22,830,CUST830,F,64,Clothing,3,50,150,60+
2023-01-15,831,CUST831,M,27,Electronics,4,25,100,21-30
2023-09-11,832,CUST832,M,47,Beauty,4,500,2000,41-50
2023-06-16,833,CUST833,M,42,Beauty,4,50,200,41-50
2023-04-04,834,CUST834,F,56,Beauty,2,30,60,51-60
2023-09-07,835,CUST835,M,37,Clothing,4,50,200,31-40
2023-04-19,836,CUST836,F,22,Clothing,1,50,50,21-30
2023-07-01,837,CUST837,M,18,Beauty,3,30,90,<20
2023-05-13,838,CUST838,M,47,Electronics,2,300,600,41-50
2023-06-24,839,CUST839,F,20,Electronics,4,300,1200,<20
2023-05-24,840,CUST840,M,62,Clothing,2,25,50,60+
2023-11-02,841,CUST841,M,31,Electronics,4,25,100,31-40
2023-12-26,842,CUST842,F,47,Clothing,2,300,600,41-50
